時間戳記,姓名,年齡,性別,家庭台語背景,臺語程度（口語）,臺語程度（書面）,聲音判斷依據（開放題）,1_呈現順序,1_回答結果,1_選項文字,1_回答時間毫秒,2_呈現順序,2_回答結果,2_選項文字,2_回答時間毫秒,3_呈現順序,3_回答結果,3_選項文字,3_回答時間毫秒,4_呈現順序,4_回答結果,4_選項文字,4_回答時間毫秒,5_呈現順序,5_回答結果,5_選項文字,5_回答時間毫秒,6_呈現順序,6_回答結果,6_選項文字,6_回答時間毫秒,7_呈現順序,7_回答結果,7_選項文字,7_回答時間毫秒,8_呈現順序,8_回答結果,8_選項文字,8_回答時間毫秒,9_呈現順序,9_回答結果,9_選項文字,9_回答時間毫秒,10_呈現順序,10_回答結果,10_選項文字,10_回答時間毫秒,11_呈現順序,11_回答結果,11_選項文字,11_回答時間毫秒,12_呈現順序,12_回答結果,12_選項文字,12_回答時間毫秒,13_呈現順序,13_回答結果,13_選項文字,13_回答時間毫秒,14_呈現順序,14_回答結果,14_選項文字,14_回答時間毫秒,15_呈現順序,15_回答結果,15_選項文字,15_回答時間毫秒,16_呈現順序,16_回答結果,16_選項文字,16_回答時間毫秒,17_呈現順序,17_回答結果,17_選項文字,17_回答時間毫秒,18_呈現順序,18_回答結果,18_選項文字,18_回答時間毫秒,19_呈現順序,19_回答結果,19_選項文字,19_回答時間毫秒,20_呈現順序,20_回答結果,20_選項文字,20_回答時間毫秒,21_呈現順序,21_回答結果,21_選項文字,21_回答時間毫秒,22_呈現順序,22_回答結果,22_選項文字,22_回答時間毫秒,23_呈現順序,23_回答結果,23_選項文字,23_回答時間毫秒,24_呈現順序,24_回答結果,24_選項文字,24_回答時間毫秒,25_呈現順序,25_回答結果,25_選項文字,25_回答時間毫秒,26_呈現順序,26_回答結果,26_選項文字,26_回答時間毫秒,27_呈現順序,27_回答結果,27_選項文字,27_回答時間毫秒,28_呈現順序,28_回答結果,28_選項文字,28_回答時間毫秒,29_呈現順序,29_回答結果,29_選項文字,29_回答時間毫秒,30_呈現順序,30_回答結果,30_選項文字,30_回答時間毫秒
2026/3/28,,46–55,女,家裡以台語為主要語言，從小聽與說,對話流利,書寫/閱讀台語文無礙,照語境判斷,15,1,1,6213,4,1,1,207,11,1,1,742,12,1,1,2358,25,1,1,24,22,3,3,491,10,1,1,390,8,1,1,1018,19,1,1,1692,9,1,1,4404,24,5,5,646,7,3,3,22964,14,1,1,235,30,1,1,578,2,4,4,66308,27,5,5,603,16,3,3,20535,20,5,5,96,3,1,1,2634,18,1,1,41,28,5,5,171,26,5,5,96,1,4,4,60075,29,5,5,644,21,5,5,214,17,5,5,70,5,4,4,2154,23,5,5,869,13,3,3,11720,6,5,5,1952
2026/3/28,,26–35,男,家裡以台語為主要語言，從小聽與說,可溝通，但不順暢,有大概學過讀寫台語文，但不常實際使用,,9,2,2,540,3,2,2,1489,4,2,2,864,13,2,2,711,20,2,2,783,10,2,2,1781,28,2,2,4432,5,2,2,1447,22,2,2,666,29,2,2,608,14,4,4,552,27,2,2,896,8,3,3,3713,18,2,2,3335,26,4,4,461,16,2,2,769,1,4,4,4099,19,2,2,450,7,2,2,535,11,4,4,509,23,2,2,424,21,4,4,573,17,4,4,495,15,4,4,1341,30,3,3,492,2,4,4,568,6,4,4,1527,25,4,4,935,24,4,4,850,12,3,3,884
2026/3/28,,56–65,女,家裡以台語為主要語言，從小聽與說,對話流利,書寫/閱讀台語文無礙,,9,3,3,8948,20,2,2,277,30,1,1,674,8,2,2,9654,12,2,2,933,10,3,3,9217,25,2,2,698,16,1,1,923,22,1,1,1129,1,1,1,15602,4,2,2,11008,13,2,2,3534,15,2,2,1270,7,2,2,1091,3,2,2,13599,17,3,3,4827,18,2,2,114,23,4,4,14449,24,2,2,2976,6,2,2,3508,14,3,3,21790,28,4,4,26853,27,4,4,4495,2,5,5,3388,21,5,5,615,5,5,5,176,11,4,4,5206,19,4,4,272,29,5,5,9892,26,5,5,51
2026/3/28,,18–25,女,家裡以台語為主要語言，從小聽與說,對話流利,有大概學過讀寫台語文，但不常實際使用,"春嬌和志明一起做某事「佮kap」
春嬌向志明做某事「共kā」",10,4,4,4621,3,1,1,2557,26,2,2,286,16,4,4,539,23,5,5,440,9,3,3,339,21,5,5,442,29,5,5,140,14,2,2,1533,20,5,5,611,19,5,5,425,15,3,3,4835,1,5,5,98,22,5,5,383,13,5,5,662,25,3,3,2450,4,5,5,758,7,2,2,952,5,5,5,722,11,2,2,3369,28,5,5,353,12,5,5,259,17,5,5,633,30,5,5,456,2,5,5,74,24,5,5,517,18,5,5,341,8,5,5,136,27,5,5,1131,6,3,3,994
2026/3/28,,26–35,男,家裡不太講台語，長大後才學會,可溝通，但不順暢,完全沒學過如何書寫/閱讀台語,,9,3,3,445,16,2,2,125,30,2,2,239,11,3,3,578,3,3,3,985,12,3,3,425,4,3,3,1071,15,2,2,477,18,3,3,343,29,4,4,319,6,3,3,360,13,4,4,1031,25,4,4,468,22,3,3,245,8,3,3,213,27,4,4,295,20,4,4,632,10,3,3,6,7,3,3,335,28,4,4,402,23,3,3,400,17,4,4,401,5,3,3,666,26,3,3,464,24,4,4,359,21,4,4,1256,2,1,1,1496,1,5,5,5563,19,4,4,843,14,2,2,544
2026/3/28,,26–35,女,在家聽得懂台語，但不會說,可溝通，但不順暢,書寫/閱讀台語文無礙,,21,1,1,8738,13,4,4,25599,28,3,3,3947,12,2,2,858,18,2,2,1446,9,3,3,8656,26,3,3,4486,19,3,3,600,1,3,3,8808,14,3,3,8632,8,3,3,29233,5,3,3,12934,10,2,2,12637,27,3,3,6927,15,2,2,814,25,5,5,41180,4,4,4,1504,7,4,4,19455,11,3,3,970,2,3,3,9165,22,4,4,606,6,4,4,1138,16,4,4,1779,23,5,5,2023,24,5,5,925,30,5,5,695,29,5,5,992,20,4,4,791,3,5,5,8734,17,5,5,1970
2026/3/28,,36–45,女,家裡以台語為主要語言，從小聽與說,可溝通，但不順暢,有大概學過讀寫台語文，但不常實際使用,對話是單向或雙向，說話者範圍是一人或兩人,24,2,2,866,23,2,2,12951,26,3,3,553,14,3,3,162,18,3,3,25643,2,2,2,12032,19,3,3,16387,4,2,2,4342,27,3,3,70,6,3,3,8323,9,3,3,44709,10,3,3,1618,15,3,3,979,3,3,3,74329,25,3,3,705,30,3,3,517,28,3,3,484,20,2,2,551,16,3,3,161,5,3,3,8614,12,4,4,12989,1,4,4,22984,21,3,3,295,11,3,3,38790,29,3,3,514,17,3,3,19846,22,4,4,4183,8,4,4,6052,13,4,4,5742,7,4,4,6595
2026/3/28,,56–65,女,家裡以台語為主要語言，從小聽與說,對話流利,完全沒學過如何書寫/閱讀台語,,9,1,1,3615,25,1,1,806,10,1,1,94,26,1,1,993,14,5,5,818,3,2,2,1899,6,1,1,299,15,1,1,5769,22,3,3,362,17,1,1,1103,5,5,5,4432,1,2,2,24794,12,5,5,12380,19,5,5,251,2,4,4,4396,30,5,5,773,18,5,5,242,24,5,5,2651,27,3,3,4206,20,5,5,3713,13,5,5,698,8,5,5,326,16,3,3,2333,7,5,5,688,28,5,5,994,4,5,5,2745,21,5,5,5270,23,5,5,534,11,5,5,713,29,5,5,878
2026/3/28,,46–55,女,家裡以台語為主要語言，從小聽與說,對話流利,書寫/閱讀台語文無礙,春嬌佮kah志明兩人做伙咧開講，用共的語句有真濟條較無合理,27,5,5,17323,11,2,2,10516,5,5,5,694,23,4,4,8466,19,1,1,1088,18,2,2,1148,25,5,5,268,8,5,5,1323,20,2,2,869,28,3,3,22768,6,4,4,7318,12,1,1,609,26,5,5,11336,10,4,4,555,16,4,4,918,17,5,5,569,15,3,3,8670,1,4,4,22268,30,4,4,650,14,4,4,243,9,5,5,1235,7,5,5,1151,2,5,5,1381,21,5,5,601,4,5,5,9475,29,5,5,560,3,5,5,591,22,5,5,376,24,5,5,11214,13,5,5,547
2026/3/28,,26–35,女,在家聽得懂台語，但不會說,聽得懂，但不太會說,有大概學過讀寫台語文，但不常實際使用,我台語沒有很好，只有聽家裡長輩在講，自己講得很卡，所以都憑直覺選的，好像大部分都選了A選項@＿＠,12,2,2,486,29,2,2,6686,17,1,1,9447,9,2,2,7073,3,1,1,4285,6,1,1,342,16,3,3,9227,21,2,2,705,22,2,2,422,14,2,2,3204,26,2,2,353,18,1,1,427,15,2,2,5637,7,1,1,2234,8,1,1,92,4,1,1,9500,27,2,2,4438,25,4,4,402,1,1,1,5697,13,2,2,2108,30,3,3,13458,19,1,1,3599,24,2,2,554,2,4,4,9478,28,3,3,3449,20,2,2,25051,5,1,1,381,10,2,2,13883,11,4,4,5140,23,2,2,11034
2026/3/28,,26–35,女,在家聽得懂台語，但不會說,可溝通，但不順暢,完全沒學過如何書寫/閱讀台語,,18,2,2,768,5,2,2,17794,27,3,3,596,28,3,3,450,12,3,3,1185,16,3,3,547,21,3,3,597,23,3,3,98,13,3,3,589,9,2,2,5392,11,3,3,594,29,3,3,252,24,4,4,569,3,4,4,19960,20,4,4,601,15,2,2,1685,10,3,3,1847,8,4,4,581,2,4,4,1120,19,3,3,525,7,4,4,719,22,4,4,1063,17,5,5,699,30,5,5,582,14,4,4,596,6,5,5,641,26,4,4,494,4,4,4,13434,25,4,4,461,1,4,4,5811
2026/3/28,,46–55,女,家裡以台語為主要語言，從小聽與說,對話流利,書寫/閱讀台語文無礙,"A的發音傾向「共」，是單向說話；B的發音傾向「佮」，是雙向對話、或是雙方同時。
有時候的情境用單向較合理，有些情境兩種都可以，但是對話的角色或意思會變得不同。
我的語感是這樣認為啦！",19,2,2,9632,28,2,2,6028,13,3,3,32003,29,2,2,14099,24,1,1,3380,14,3,3,1072,16,1,1,4324,25,3,3,11459,23,2,2,10533,18,3,3,7208,30,3,3,6393,6,2,2,13535,10,2,2,25381,9,1,1,6131,5,3,3,15979,21,3,3,12828,11,2,2,25501,7,1,1,3693,3,1,1,3327,22,3,3,45581,1,1,1,12454,27,5,5,2920,2,2,2,26550,17,5,5,6001,20,4,4,8414,26,5,5,816,15,5,5,7166,12,3,3,4525,4,4,4,26308,8,3,3,33106
2026/3/28,,65歲以上,男,家裡以台語為主要語言，從小聽與說,對話流利,書寫/閱讀台語文無礙,,3,1,1,4920,19,1,1,2497,26,1,1,1613,23,1,1,693,20,1,1,12773,18,3,3,9063,9,1,1,568,27,1,1,6356,14,1,1,1007,2,1,1,16515,12,1,1,929,15,1,1,1734,29,1,1,18537,6,3,3,504,28,1,1,9871,13,3,3,3498,25,3,3,606,4,5,5,13441,8,3,3,226,17,1,1,11518,5,3,3,1296,24,5,5,678,16,3,3,1135,7,5,5,13340,30,5,5,857,10,5,5,946,1,5,5,19783,21,5,5,1326,22,5,5,26531,11,3,3,911
2026/3/28,,36–45,女,家裡以台語為主要語言，從小聽與說,對話流利,有大概學過讀寫台語文，但不常實際使用,看後面的名字，是做為句中動詞後的受詞，還是純粹當名詞,18,1,1,467,27,1,1,1100,26,1,1,1072,11,1,1,582,1,1,1,10396,4,1,1,1612,17,1,1,442,30,1,1,5415,6,1,1,818,25,1,1,586,28,5,5,4496,14,1,1,539,13,3,3,613,7,3,3,13455,21,3,3,9753,15,5,5,87,8,1,1,28,5,1,1,986,29,1,1,876,23,3,3,463,20,5,5,8101,9,5,5,546,24,5,5,254,2,5,5,615,16,5,5,1191,19,5,5,580,12,5,5,6155,10,5,5,552,3,5,5,198,22,5,5,1715
2026/3/28,,26–35,女,家裡以台語為主要語言，從小聽與說,可溝通，但不順暢,有大概學過讀寫台語文，但不常實際使用,"A是春嬌單向對志明做（講）一件事，B是他們兩人共同做一件事。

A=春嬌「對」志明，B=春嬌「與」志明",29,1,1,1248,2,1,1,9300,16,1,1,16346,18,1,1,399,22,1,1,389951,6,3,3,843450,12,1,1,8279,10,1,1,1335,13,1,1,161,7,1,1,88,30,5,5,211088,27,1,1,521,17,1,1,494,11,1,1,9035,3,1,1,911206,26,1,1,277775,24,1,1,335706,20,4,4,4266,14,2,2,616855,21,2,2,418285,15,4,4,614597,4,4,4,896595,23,2,2,365929,8,5,5,464,5,5,5,550,28,5,5,541,9,5,5,903,1,4,4,57564,19,5,5,6648,25,5,5,418
2026/3/28,,18–25,女,家裡以台語為主要語言，從小聽與說,對話流利,完全沒學過如何書寫/閱讀台語,自己聽起來跟平常念起來的感覺，還有跟長輩聊天時的語調,21,2,2,131,18,2,2,560,2,2,2,678,23,2,2,2561,5,2,2,2331,11,2,2,389,13,2,2,2377,16,2,2,17607,4,2,2,105,17,2,2,7759,15,4,4,1596,10,2,2,18910,12,2,2,29717,3,2,2,3696,25,2,2,1197,6,4,4,90,1,2,2,3280,24,4,4,447,19,2,2,10018,7,2,2,2760,22,2,2,1832,28,4,4,488,8,4,4,632,29,4,4,711,9,4,4,6837,26,4,4,459,30,4,4,189,14,2,2,6083,27,4,4,176,20,4,4,465
2026/3/28,,26–35,男,家裡以台語為主要語言，從小聽與說,對話流利,有大概學過讀寫台語文，但不常實際使用,第17題比較有印象 A感覺像春嬌把志明搞生氣 B像是兩個人都講得很生氣 其他不知道 憑感覺,14,2,2,98332,18,3,3,32270,1,2,2,176410,28,3,3,7708,24,3,3,53344,11,3,3,4929,13,3,3,8252,23,4,4,17816,5,3,3,31816,3,3,3,33675,16,3,3,828369,2,4,4,13833,25,4,4,19844,10,4,4,75728,20,3,3,23382,7,3,3,15642,12,5,5,5285,15,5,5,11655,29,3,3,31514,30,4,4,4741,19,5,5,3934,26,5,5,11309,22,5,5,45,4,5,5,1398,6,5,5,63015,8,5,5,1501,27,5,5,407,9,5,5,85296,21,5,5,7299,17,3,3,46105
2026/3/28,,46–55,女,家裡以台語為主要語言，從小聽與說,對話流利,有大概學過讀寫台語文，但不常實際使用,"看語法有通毋。
「共」是A to B 的關係，
「佮」是同齊的關係。
有的事件兩項攏會通，有的事件只符合一項；
閣有的可能愛看頂下句，不定著。",5,2,2,2667,19,3,3,3648,18,3,3,2621,14,2,2,5359,12,2,2,14784,11,3,3,84,23,1,1,21390,16,2,2,10428,20,1,1,1816,3,2,2,15875,25,2,2,5710,4,3,3,695,6,3,3,659,8,3,3,282,30,3,3,684,15,3,3,585,13,3,3,658,26,3,3,727,24,3,3,3926,9,3,3,701,7,3,3,532,17,5,5,312,28,5,5,69955,1,5,5,674,27,5,5,7610,22,5,5,224,2,5,5,668,10,5,5,35943,29,5,5,642,21,4,4,26739
2026/3/28,,26–35,男,在家聽得懂台語，但不會說,可溝通，但不順暢,有大概學過讀寫台語文，但不常實際使用,"這些聲音檔案幾乎都是「A ka B + 動作或做某件事」的句型
第一個ka的發音聽起來不是重音，可能比較強調A對B「說或做的動作或做某件事」上。
第二個ka的發音聽起來是重音，可能比較會用在
1. 「A和(ka)B」一起，沒有特別區分誰是動作的施或受的關係 或是
2. 強調對象是A「和(ka)B」，A動作的對象是B。",10,2,2,130857,4,2,2,256667,3,2,2,285377,13,2,2,42810,15,4,4,2305,28,2,2,348,9,2,2,143546,14,4,4,3381,7,2,2,169834,22,3,3,375,1,2,2,333859,21,3,3,2721,6,3,3,2216,8,2,2,158615,12,2,2,53741,27,3,3,805,17,4,4,367,5,3,3,1835,24,3,3,2509,16,2,2,634,26,2,2,374,2,4,4,308145,23,4,4,1048,30,4,4,1614,29,4,4,465,18,4,4,398,19,4,4,1464,20,4,4,1289,11,4,4,80981,25,5,5,361
2026/3/28,,26–35,男,家裡以台語為主要語言，從小聽與說,對話流利,書寫/閱讀台語文無礙,,29,3,3,2002,5,4,4,1768,15,1,1,1543,7,4,4,7448,1,1,1,3859,16,1,1,2506,28,2,2,161,14,1,1,1174,12,2,2,10602,3,1,1,299,21,2,2,1126,13,5,5,2669,23,4,4,496,22,2,2,1723,26,2,2,1368,4,4,4,2706,27,4,4,296,17,4,4,3443,19,5,5,155,8,1,1,1802,11,4,4,961,9,5,5,275,18,5,5,376,30,5,5,517,20,5,5,225,2,5,5,307,25,4,4,2616,6,5,5,1078,10,5,5,199,24,5,5,305
2026/3/28,,26–35,女,家裡以台語為主要語言，從小聽與說,對話流利,有大概學過讀寫台語文，但不常實際使用,,26,2,2,282,18,2,2,4127,16,3,3,85,3,2,2,2231,6,1,1,340,28,3,3,76,4,1,1,590,23,1,1,267,8,3,3,702,2,2,2,6218,30,1,1,304,15,3,3,190,21,2,2,3373,9,3,3,822,19,3,3,37,1,3,3,21882,7,3,3,209,14,4,4,8527,29,3,3,431,10,3,3,922,24,3,3,146,13,5,5,3166,25,4,4,4828,17,5,5,463,27,5,5,322,22,5,5,229,11,5,5,5196,12,5,5,1200,5,5,5,1064,20,5,5,555
2026/3/28,,26–35,男,在家聽得懂台語，但不會說,聽得懂，但不太會說,有大概學過讀寫台語文，但不常實際使用,好像會因為語句的情境跟情緒而改變對直覺發音的判斷,9,3,3,480,10,2,2,529,2,4,4,376,26,4,4,1668,24,2,2,2317,1,4,4,17909,11,1,1,560,16,3,3,3620,25,2,2,502,21,5,5,1408,6,3,3,658,7,1,1,1492,30,2,2,1030,4,2,2,387,19,3,3,708,18,5,5,153,3,4,4,222,8,2,2,487,20,2,2,689,17,5,5,1718,22,3,3,838,28,2,2,3168,14,5,5,694,27,4,4,422,12,5,5,611,29,5,5,503,15,2,2,547,5,2,2,1405,13,1,1,851,23,2,2,626
2026/3/28,,36–45,男,家裡以台語為主要語言，從小聽與說,對話流利,書寫/閱讀台語文無礙,"二儂互動上來講，ka 是單向，kah 是雙向
另，有一部分有歧異，kah 咧使用時有可能變作和第三方互動，比論春嬌kah 志明講古，有可能是春嬌and 志明講古予某人聽，這我攏總揀攏會使",19,1,1,9355,9,1,1,2242,12,1,1,330,4,1,1,857,30,1,1,2520,3,3,3,3060,16,3,3,63333,2,3,3,21226,1,1,1,311,5,1,1,8404,20,3,3,2641,6,3,3,1647,29,3,3,421,13,1,1,3450,22,5,5,4442,18,2,2,2068,8,3,3,4442,24,4,4,113,27,3,3,3337,15,3,3,380,21,4,4,408399,17,5,5,440,11,3,3,5591,28,5,5,493,26,5,5,455,25,5,5,320,23,5,5,43,10,5,5,744,14,5,5,411,7,5,5,2319
2026/3/28,,26–35,男,家裡不太講台語，長大後才學會,對話流利,書寫/閱讀台語文無礙,,1,1,1,45747,15,1,1,410,16,1,1,258,13,1,1,15480,23,1,1,636,20,3,3,5015,7,1,1,651,18,1,1,267,9,1,1,362,27,1,1,22822,29,5,5,3288,3,1,1,5865,10,1,1,369,6,1,1,6997,17,1,1,348,4,5,5,16734,19,3,3,4481,25,5,5,3072,11,1,1,294,28,5,5,2956,21,3,3,5959,26,5,5,168,2,5,5,974,30,5,5,2476,8,5,5,10356,14,3,3,11047,24,5,5,7284,22,3,3,3014,5,5,5,472,12,3,3,30844
2026/3/28,,36–45,女,家裡以台語為主要語言，從小聽與說,對話流利,書寫/閱讀台語文無礙,"「共」有明顯的指涉對象；
「佮」是強調做伙完成。",20,1,1,299,9,2,2,12889,14,1,1,58,23,1,1,224,4,1,1,4731,8,1,1,148,10,1,1,505,7,1,1,787,21,1,1,7,3,1,1,16725,30,3,3,919,16,3,3,9600,13,3,3,691,2,1,1,578,28,3,3,113,5,3,3,13499,1,3,3,35170,12,3,3,26012,25,3,3,132,17,1,1,1979,11,4,4,725,15,5,5,87,24,4,4,3984,27,5,5,497,22,5,5,915,26,4,4,631,6,5,5,465,18,5,5,549,29,5,5,799,19,4,4,784
2026/3/28,,26–35,男,家裡以台語為主要語言，從小聽與說,對話流利,書寫/閱讀台語文無礙,"「共」感覺比較有方向性（志明「共」春嬌講道理→志明對春嬌講道理）
「佮」感覺雙方比較有互動（志明「佮」春嬌講道理」→志明跟春嬌兩個人討論道理）",22,2,2,5683,25,2,2,2190,9,1,1,97,18,2,2,822,15,2,2,1579,2,3,3,62,17,1,1,5447,10,1,1,450,6,1,1,111,19,1,1,943,8,4,4,1799,13,2,2,220,11,1,1,556,23,3,3,209,12,4,4,5468,24,3,3,1536,4,2,2,2161,14,2,2,3242,27,2,2,2792,21,5,5,19,7,2,2,6525,30,5,5,467,20,5,5,514,16,5,5,1748,3,5,5,325,26,5,5,3702,29,5,5,122,5,3,3,544,28,5,5,9,1,2,2,12851
2026/3/28,,26–35,男,家裡以台語為主要語言，從小聽與說,對話流利,完全沒學過如何書寫/閱讀台語,,21,2,2,416,10,3,3,644,7,3,3,221,18,3,3,651,12,3,3,2870,30,3,3,469,25,3,3,204,17,3,3,464,14,3,3,1679,27,3,3,675,13,3,3,53,5,4,4,567,19,4,4,420,15,4,4,1083,3,4,4,618,22,3,3,450,23,4,4,159,11,4,4,387,28,3,3,328,8,3,3,466,20,4,4,439,26,4,4,6156,2,4,4,417,6,4,4,194,9,4,4,411,24,4,4,445,4,4,4,170,1,3,3,135,16,4,4,230,29,2,2,333
2026/3/28,,36–45,男,在家聽得懂台語，但不會說,可溝通，但不順暢,有大概學過讀寫台語文，但不常實際使用,,19,4,4,12041,21,4,4,441,30,1,1,63916,14,2,2,694,2,2,2,858,16,2,2,516,1,2,2,12514,15,2,2,505,18,4,4,489,17,4,4,4913,13,2,2,392,12,2,2,970,3,4,4,4,23,4,4,498,8,4,4,475,25,2,2,780,22,2,2,5975,26,2,2,678,7,2,2,9559,11,4,4,705,5,2,2,6091,28,5,5,574,24,5,5,635,27,4,4,2949,9,4,4,309,6,5,5,715,10,4,4,14703,4,5,5,251,29,4,4,2362,20,1,1,499
2026/3/28,,26–35,男,在家聽得懂台語，但不會說,對話流利,書寫/閱讀台語文無礙,"有明確的間接引述時，只有用kā才合理（春嬌ka志明講伊欲出門--ah）
句子中的人在傳達資訊時，只有用kā才合理（春嬌kā志明講伊的名；春嬌kā志明講過幾若擺--ah）
在表達講話的媒介時，只有kah才合理（春嬌kah志明講台語/講電話）
句子重點不在兩人講的實際內容，而是著重於描述講話的狀態或結果，用kah較合理（春嬌kah志明講甲真受氣；春嬌kah志明講歸點鐘）

可能有兩種意思的句子：

春嬌ka志明講道理
- 若是kah，較偏向「春嬌是有理性、好言相勸的」(ex. 春嬌kah志明講道理，志明煞氣phut-phut直直嚷）
- 若是kā，偏向「春嬌在教導志明一些道理」的意思

春嬌ka志明講--兩句仔
- 若是kah，偏向「春嬌和志明寒暄致意一下」
- 若是kā，偏向「春嬌去勸導、訓誡志明一下」",17,1,1,386,20,1,1,391,28,1,1,417,23,1,1,349,30,3,3,15342,9,3,3,16168,12,1,1,3923,25,1,1,708,22,1,1,815,29,1,1,358,18,3,3,241392,8,3,3,2002,11,3,3,1647,24,2,2,1204250,14,3,3,552,15,3,3,2611,3,3,3,9551,4,4,4,170027,2,2,2,22700,10,2,2,101796,1,5,5,17150,26,5,5,1160718,21,5,5,318,6,5,5,717,5,4,4,2737321,7,5,5,624,19,5,5,2441,16,5,5,1643,27,5,5,435,13,4,4,1711
2026/3/28,,36–45,男,在家聽得懂台語，但不會說,可溝通，但不順暢,有大概學過讀寫台語文，但不常實際使用,"「共」是A對B講。「佮」是一起講。
我會腦補前後文。例如：
「志明問春嬌這逝敢會了錢？
春嬌共志明講：袂了。」
不過想想「：」好像應該有些微停頓？
不知道有沒有腦補太多。覺得大部份都可以，只是意思不同。
有些腦補不出情境，或是覺得不太自然才會選邊，像：
「春嬌佮志明講伊的感情。」
雖然可以想像兩個人在講另一個人的感情，不過覺得不太自然。
勉強可以想像在分組報告，「小明佮小華講伊的事業，春嬌佮志明講伊的感情。」
不過覺得太模糊了，比較自然的是「春嬌佮志明講伊的感情生活。」",7,3,3,18352,30,2,2,26916,16,3,3,1424,13,3,3,13447,5,2,2,1370506,25,3,3,490,26,3,3,3429,27,3,3,1357,3,3,3,1065,8,3,3,809,22,3,3,18058,18,4,4,2494560,20,3,3,200027,21,3,3,56424,1,3,3,1455848,4,3,3,35887,14,3,3,475,17,3,3,528,11,3,3,732,12,3,3,379,24,3,3,2447,9,3,3,1111,28,3,3,1711,29,3,3,82949,23,3,3,17468,15,4,4,2212207,6,3,3,1408249,19,5,5,4445,10,3,3,1668857,2,3,3,18186
2026/3/28,,46–55,女,家裡以台語為主要語言，從小聽與說,對話流利,書寫/閱讀台語文無礙,Ka的用法無仝，語感就無仝，意思嘛攏無仝,29,2,2,874,13,4,4,79,26,2,2,688,15,4,4,647,22,2,2,15034,9,2,2,1587,19,2,2,1140,21,2,2,253,14,4,4,2930,11,4,4,16989,17,4,4,10403,4,2,2,720,8,4,4,11431,2,4,4,357,27,4,4,2311,6,4,4,10436,7,2,2,9681,16,4,4,580,24,2,2,11115,25,4,4,735,18,4,4,1247,23,4,4,663,5,4,4,210,28,4,4,765,20,4,4,642,3,4,4,319,1,4,4,10065,30,4,4,633,10,4,4,13638,12,4,4,1076
2026/3/28,,26–35,男,在家聽得懂台語，但不會說,可溝通，但不順暢,有大概學過讀寫台語文，但不常實際使用,,8,5,5,643,17,1,1,449,25,2,2,1862,7,1,1,3273,16,1,1,41,20,1,1,261,5,4,4,600,9,5,5,518,28,5,5,491,27,1,1,224608,14,5,5,1281,21,1,1,456,1,2,2,732,23,4,4,1595,10,1,1,1614,22,1,1,337,4,2,2,46553,3,2,2,39829,12,2,2,316285,24,5,5,182,15,2,2,1629,6,1,1,147,19,4,4,666,26,1,1,1106,30,1,1,2193,11,5,5,3434,2,2,2,80,29,1,1,774,13,3,3,643,18,5,5,314
2026/3/28,,56–65,女,家裡以台語為主要語言，從小聽與說,對話流利,書寫/閱讀台語文無礙,"春嬌講->志明聽：共kā。倚A
春嬌和志明同齊講、互相講：佮kah。倚B
啊若兩種情境攏會用得，就揀中央的選項。",5,1,1,10208,3,1,1,2873,10,1,1,111,12,1,1,539,18,2,2,1910,11,3,3,332,6,1,1,1214,7,1,1,734,23,3,3,9747,22,3,3,2506,27,2,2,6219,21,3,3,2333,17,1,1,790,24,2,2,2322,4,3,3,4755,28,3,3,125,26,2,2,3546,16,2,2,1297,13,3,3,591,15,1,1,4347,9,3,3,9685,19,4,4,3380,2,3,3,5969,1,5,5,20423,8,5,5,2345,30,3,3,715,29,5,5,538,14,5,5,649,20,5,5,1925,25,4,4,975
2026/3/28,,18–25,其他,家裡以台語為主要語言，從小聽與說,對話流利,書寫/閱讀台語文無礙,看我自己的使用習慣,27,1,1,1456,18,1,1,3887,26,1,1,66,19,3,3,466,11,2,2,948,3,3,3,1241,1,1,1,920,12,1,1,3250,30,3,3,663,20,3,3,297,13,1,1,1547,9,5,5,383,24,4,4,240,15,5,5,354,14,5,5,3728,2,3,3,14149,7,4,4,4578,23,5,5,376,6,4,4,5145,17,1,1,3479,29,3,3,467,28,5,5,615,10,4,4,1408,22,5,5,517,16,1,1,429,8,5,5,522,4,3,3,415,5,5,5,149,25,5,5,13,21,5,5,262
2026/3/28,,36–45,男,家裡以台語為主要語言，從小聽與說,對話流利,書寫/閱讀台語文無礙,"Kā kap kah ì-sù ē bô kāng, ū tang-sî á A kap B lóng  ha̍p-lí, m̄-koh ì-sù ū lio̍h-á bô kāng khoán.

Á ū kúi kù kan-na ū 1 ê tap-àn.",26,1,1,622,9,1,1,977,11,3,3,1303,15,1,1,553,5,1,1,712,29,3,3,1578,13,1,1,584,1,1,1,23958,7,1,1,20098,14,3,3,1324,10,1,1,4994,20,1,1,4941,30,3,3,657,19,1,1,4124,28,1,1,944,4,1,1,4086,16,1,1,2947,25,1,1,28350,3,3,3,31762,6,1,1,967,2,5,5,68909,8,3,3,752,23,3,3,681,24,5,5,1534,21,5,5,2045,27,5,5,589,17,5,5,1685,18,5,5,846,22,5,5,653,12,3,3,655
