時間戳記,姓名,年齡,性別,家庭台語背景,臺語程度（口語）,臺語程度（書面）,聲音判斷依據（開放題）,1_呈現順序,1_回答結果,1_選項文字,1_回答時間毫秒,2_呈現順序,2_回答結果,2_選項文字,2_回答時間毫秒,3_呈現順序,3_回答結果,3_選項文字,3_回答時間毫秒,4_呈現順序,4_回答結果,4_選項文字,4_回答時間毫秒,5_呈現順序,5_回答結果,5_選項文字,5_回答時間毫秒,6_呈現順序,6_回答結果,6_選項文字,6_回答時間毫秒,7_呈現順序,7_回答結果,7_選項文字,7_回答時間毫秒,8_呈現順序,8_回答結果,8_選項文字,8_回答時間毫秒,9_呈現順序,9_回答結果,9_選項文字,9_回答時間毫秒,10_呈現順序,10_回答結果,10_選項文字,10_回答時間毫秒,11_呈現順序,11_回答結果,11_選項文字,11_回答時間毫秒,12_呈現順序,12_回答結果,12_選項文字,12_回答時間毫秒,13_呈現順序,13_回答結果,13_選項文字,13_回答時間毫秒,14_呈現順序,14_回答結果,14_選項文字,14_回答時間毫秒,15_呈現順序,15_回答結果,15_選項文字,15_回答時間毫秒,16_呈現順序,16_回答結果,16_選項文字,16_回答時間毫秒,17_呈現順序,17_回答結果,17_選項文字,17_回答時間毫秒,18_呈現順序,18_回答結果,18_選項文字,18_回答時間毫秒,19_呈現順序,19_回答結果,19_選項文字,19_回答時間毫秒,20_呈現順序,20_回答結果,20_選項文字,20_回答時間毫秒,21_呈現順序,21_回答結果,21_選項文字,21_回答時間毫秒,22_呈現順序,22_回答結果,22_選項文字,22_回答時間毫秒,23_呈現順序,23_回答結果,23_選項文字,23_回答時間毫秒,24_呈現順序,24_回答結果,24_選項文字,24_回答時間毫秒,25_呈現順序,25_回答結果,25_選項文字,25_回答時間毫秒,26_呈現順序,26_回答結果,26_選項文字,26_回答時間毫秒,27_呈現順序,27_回答結果,27_選項文字,27_回答時間毫秒,28_呈現順序,28_回答結果,28_選項文字,28_回答時間毫秒,29_呈現順序,29_回答結果,29_選項文字,29_回答時間毫秒,30_呈現順序,30_回答結果,30_選項文字,30_回答時間毫秒
2026/3/29,,46–55,女,家裡以台語為主要語言，從小聽與說,對話流利,書寫/閱讀台語文無礙,用直覺，有時感覺有兩个角色，有時感覺有第三个人，判斷就會無仝。,20,1,1,619,17,1,1,559,28,3,3,8030,29,3,3,6121,8,2,2,1639,16,3,3,773,7,1,1,241,14,3,3,1695,11,3,3,994,4,3,3,15010,2,1,1,2033,23,3,3,239,13,3,3,765,21,2,2,1483,27,3,3,391,18,4,4,10524,25,3,3,573,5,3,3,19111,6,2,2,10160,1,1,1,12478,10,3,3,2677,19,3,3,3420,9,4,4,10417,24,4,4,640,12,3,3,1489,30,5,5,776,22,4,4,676,15,4,4,5150,26,4,4,1333,3,3,3,5152
2026/3/29,,56–65,男,家裡以台語為主要語言，從小聽與說,對話流利,書寫/閱讀台語文無礙,要根據語詞的情境而判斷，有些會有兩種語境，發音不同意思就不一樣。有些則只有單一語境，則只有一個選擇,23,1,1,857,4,1,1,20452,5,1,1,13797,10,1,1,16298,8,1,1,3810,9,3,3,3304,2,1,1,763,15,1,1,699,18,3,3,3679,20,3,3,1754,6,1,1,6859,30,1,1,939,14,3,3,1510,19,1,1,1725,24,3,3,1029,25,3,3,4381,13,3,3,809,7,5,5,926,1,3,3,25978,16,1,1,1594,22,3,3,9234,3,5,5,1071,28,3,3,9341,17,5,5,744,27,3,3,1164,21,5,5,1304,11,5,5,800,26,5,5,654,12,5,5,1216,29,5,5,676
2026/3/29,,46–55,女,家裡以台語為主要語言，從小聽與說,對話流利,書寫/閱讀台語文無礙,語感，還有是雙方還是單方面。,19,2,2,1095,16,2,2,528,5,2,2,507,21,2,2,1984,18,2,2,1793,2,2,2,1182,13,2,2,519,11,2,2,438,12,2,2,582,23,2,2,468,3,2,2,405,6,2,2,102,14,2,2,851,20,2,2,516,15,2,2,5996,17,4,4,1221,22,2,2,438,30,2,2,722,10,2,2,706,29,2,2,548,27,4,4,526,24,4,4,758,4,4,4,516,26,4,4,1028,25,4,4,682,8,4,4,461,28,4,4,474,1,4,4,14534,7,4,4,482,9,4,4,12143
2026/3/29,,36–45,男,家裡以台語為主要語言，從小聽與說,對話流利,有大概學過讀寫台語文，但不常實際使用,,4,5,5,5378,15,4,4,623,9,4,4,1158,23,3,3,480,12,4,4,452,6,3,3,825,27,3,3,561,7,3,3,9766,22,3,3,484,13,3,3,495,11,5,5,456,19,2,2,2257,17,5,5,461,26,3,3,1373,18,4,4,1617,3,5,5,5400,8,5,5,765,29,3,3,547,24,3,3,982,14,3,3,669,25,4,4,1576,28,5,5,499,5,5,5,840,30,5,5,549,20,5,5,652,2,5,5,718,21,5,5,519,16,5,5,479,10,5,5,459,1,5,5,24281
2026/3/29,,46–55,女,在家聽得懂台語，但不會說,可溝通，但不順暢,完全沒學過如何書寫/閱讀台語,,2,5,5,1272,24,2,2,298,21,2,2,1143,3,5,5,781,15,2,2,624,11,4,4,722,6,5,5,535,20,2,2,4777,1,1,1,5300,29,4,4,197,13,4,4,368,25,4,4,315,16,4,4,330,26,2,2,245,10,2,2,1560,7,2,2,1330,14,4,4,386,30,4,4,646,28,2,2,381,9,4,4,1891,17,2,2,348,5,5,5,412,19,5,5,418,22,5,5,448,23,5,5,425,12,5,5,334,4,5,5,4204,18,4,4,475,27,5,5,423,8,2,2,388
2026/3/29,,36–45,女,家裡以台語為主要語言，從小聽與說,對話流利,書寫/閱讀台語文無礙,共/佮,6,2,2,1189,17,3,3,1475,20,4,4,3644,3,2,2,2147,29,3,3,1041,2,2,2,10679,22,3,3,1674,18,2,2,1368,8,2,2,736,12,2,2,1902,19,3,3,3799,9,2,2,410,10,4,4,866,14,3,3,2891,11,3,3,865,21,3,3,514,13,4,4,4847,30,3,3,553,7,2,2,4609,28,3,3,2894,27,4,4,660,23,3,3,588,4,4,4,633,15,3,3,6730,24,4,4,519,25,3,3,6074,5,3,3,3576,1,3,3,38692,26,3,3,810,16,3,3,979
2026/3/29,,26–35,女,家裡不太講台語，長大後才學會,可溝通，但不順暢,完全沒學過如何書寫/閱讀台語,,14,5,5,61,10,4,4,300519,7,2,2,480,19,4,4,562,11,2,2,3289,9,3,3,11073,3,4,4,13694,4,4,4,998,5,4,4,1600,28,2,2,752,30,4,4,1829,6,4,4,593,25,5,5,1088,23,4,4,655,27,4,4,253,15,3,3,97,16,4,4,454,18,4,4,636,29,3,3,8914,8,4,4,2708,12,4,4,188,1,5,5,10143,20,4,4,659,2,5,5,1086,24,5,5,2349,13,5,5,856,21,2,2,231,26,4,4,557,17,4,4,1055,22,4,4,755
2026/3/29,,26–35,男,家裡以台語為主要語言，從小聽與說,對話流利,有大概學過讀寫台語文，但不常實際使用,感覺B比較常使用，且B有種我跟你說、上對下、單方面傳達的感覺,4,5,5,3131,29,4,4,50,15,3,3,3742,10,4,4,312,17,4,4,852,25,4,4,1142,12,4,4,594,11,3,3,1987,26,5,5,496,28,3,3,486,5,5,5,1559,21,3,3,262,14,4,4,1217,30,5,5,352,9,3,3,1407,6,5,5,2944,16,4,4,2112,18,3,3,211,20,5,5,446,3,5,5,975,24,5,5,357,27,4,4,495,1,5,5,4931,22,5,5,492,19,3,3,10879,7,5,5,555,23,5,5,1603,2,5,5,725,8,5,5,576,13,5,5,740
2026/3/29,,56–65,女,家裡以台語為主要語言，從小聽與說,對話流利,有大概學過讀寫台語文，但不常實際使用,誠好耍，嘛誠幼路的語感調查設計,29,2,2,703,4,1,1,738,26,2,2,2574,18,1,1,1189,22,2,2,1681,16,3,3,1320,23,3,3,4371,13,1,1,2221,1,1,1,1333,7,1,1,789,25,2,2,6008,30,3,3,1949,3,1,1,638,6,1,1,736,19,3,3,629,11,2,2,2832,28,2,2,1783,24,2,2,4483,5,1,1,1146,20,1,1,1046,12,4,4,1742,27,3,3,621,15,4,4,2089,14,3,3,830,9,3,3,6894,8,3,3,778,17,3,3,1142,2,3,3,686,21,4,4,6544,10,5,5,1156
2026/3/29,,26–35,女,家裡不太講台語，長大後才學會,對話流利,完全沒學過如何書寫/閱讀台語,"有些部分A/B可以用在不同脈絡下，所以選了都可以
比較強烈的語境會傾向選擇B，闡述性的傾向會選擇A",1,2,2,5627,11,3,3,4290,25,3,3,4151,19,1,1,4310,30,3,3,3766,6,1,1,134,13,3,3,508,5,1,1,1235,4,3,3,2521,7,3,3,10276,15,3,3,276,8,2,2,542,12,4,4,909,28,3,3,1146,27,3,3,513,2,2,2,2206,21,2,2,483,20,4,4,325,16,3,3,477,24,4,4,371,26,3,3,1576,29,5,5,8739,14,5,5,32,17,4,4,787,3,5,5,1126,10,5,5,329,22,5,5,570,9,4,4,3683,18,4,4,508,23,3,3,6480
2026/3/29,,56–65,女,家裡以台語為主要語言，從小聽與說,對話流利,書寫/閱讀台語文無礙,,11,4,4,219,20,4,4,7700,7,2,2,2945,28,2,2,5406,24,4,4,940,1,3,3,2114,15,2,2,4532,10,4,4,1706,14,2,2,4633,5,2,2,2666,23,2,2,4108,18,4,4,8716,3,4,4,2046,25,4,4,653,8,4,4,765,16,4,4,233,17,4,4,7584,19,4,4,323,30,2,2,1081,6,2,2,3710,26,4,4,6855,4,2,2,11566,12,4,4,165,9,4,4,43,21,4,4,947,22,4,4,61,2,3,3,6107,29,4,4,225,13,4,4,13014,27,4,4,2329
2026/3/29,,36–45,男,在家聽得懂台語，但不會說,可溝通，但不順暢,完全沒學過如何書寫/閱讀台語,,5,3,3,7271,13,1,1,8202,18,3,3,817,20,3,3,11058,25,3,3,146,6,3,3,5586,16,3,3,10030,30,4,4,27,23,4,4,8659,3,5,5,33312,17,3,3,312,2,3,3,511,8,2,2,15387,15,1,1,3850,21,4,4,413,10,3,3,6000,24,3,3,1054,1,4,4,63118,28,3,3,776,9,1,1,7841,4,3,3,7276,19,3,3,97,12,3,3,1493,22,5,5,120,29,5,5,665,26,5,5,847,27,4,4,800,14,5,5,290,11,5,5,323,7,2,2,3634
2026/3/29,,36–45,女,家裡以台語為主要語言，從小聽與說,對話流利,完全沒學過如何書寫/閱讀台語,,30,2,2,959,21,2,2,5257,5,2,2,1204,17,2,2,4384,12,2,2,5150,18,2,2,4705,7,2,2,7848,8,2,2,899,2,2,2,9716,22,2,2,51,29,2,2,183,27,2,2,1413,9,2,2,745,23,2,2,21,20,2,2,723,13,2,2,1449,19,2,2,794,4,2,2,5408,26,2,2,438,25,2,2,185,6,2,2,12753,11,4,4,2172,24,2,2,9521,14,4,4,895,28,4,4,257,16,4,4,184,15,4,4,691,3,2,2,12416,1,4,4,11149,10,4,4,15061
2026/3/29,,56–65,女,家裡以台語為主要語言，從小聽與說,對話流利,完全沒學過如何書寫/閱讀台語,,18,2,2,813,7,1,1,760,20,1,1,284,24,1,1,743,19,1,1,859,15,1,1,921,11,1,1,79,28,1,1,1328,8,1,1,6372,23,1,1,11689,1,4,4,11346,29,1,1,831,30,2,2,730,3,1,1,1349,26,3,3,611,13,1,1,47,2,5,5,831,17,1,1,927,10,1,1,888,6,1,1,104,22,3,3,120,16,5,5,723,27,3,3,833,9,5,5,412,14,4,4,905,12,5,5,468,5,1,1,5696,21,5,5,820,25,5,5,725,4,2,2,3266
2026/3/29,,56–65,女,在家聽得懂台語，但不會說,可溝通，但不順暢,完全沒學過如何書寫/閱讀台語,看看他合不合理,9,1,1,3775,3,1,1,8159,2,3,3,11168,22,1,1,3501,8,1,1,9423,6,3,3,1082,23,3,3,2121,27,5,5,10428,28,5,5,59250,14,1,1,1824,16,1,1,6000,19,3,3,7158,12,1,1,4524,13,3,3,5205,26,5,5,1447,24,5,5,17109,11,4,4,10972,29,5,5,25814,1,3,3,22573,4,3,3,4947,7,3,3,1700,30,5,5,979,20,5,5,2346,25,5,5,1026,15,5,5,165,10,5,5,1051,21,5,5,942,18,5,5,3535,17,5,5,19354,5,3,3,161
2026/3/29,,46–55,女,在家聽得懂台語，但不會說,對話流利,書寫/閱讀台語文無礙,,19,2,2,728,28,2,2,674,6,1,1,1642,16,2,2,743,8,4,4,670,26,3,3,989,29,1,1,676,18,1,1,876,20,2,2,614,25,2,2,163,5,3,3,1025,17,4,4,671,4,3,3,693,3,3,3,696,11,3,3,634,13,4,4,672,27,3,3,708,9,3,3,6872,24,3,3,592,12,2,2,736,10,4,4,1195,21,3,3,626,2,4,4,2089,30,5,5,680,7,4,4,744,1,5,5,1971,23,5,5,708,22,4,4,834,15,4,4,649,14,4,4,746
2026/3/29,,36–45,女,在家聽得懂台語，但不會說,對話流利,完全沒學過如何書寫/閱讀台語,"有些ka是與某人一起做某件事
有些是接受動作的人的ka",7,4,4,1619,29,1,1,4844,23,1,1,246,8,2,2,954,4,4,4,8531,22,1,1,96,11,1,1,1574,30,1,1,538,19,1,1,5320,15,1,1,4541,6,4,4,9374,3,5,5,135,25,5,5,81,5,4,4,4755,28,5,5,635,13,2,2,7181,18,5,5,251,26,5,5,4689,2,5,5,2075,21,1,1,2830,16,4,4,577,1,5,5,10068,24,5,5,886,14,5,5,1853,10,4,4,255,9,4,4,352,20,2,2,4622,27,5,5,752,17,4,4,1764,12,4,4,1200
2026/3/29,,56–65,女,家裡以台語為主要語言，從小聽與說,可溝通，但不順暢,完全沒學過如何書寫/閱讀台語,立場角色,24,2,2,13525,1,2,2,46019,2,3,3,14402,5,4,4,4498,7,3,3,26918,4,4,4,15412,6,2,2,1720,30,3,3,10393,26,2,2,1893,21,3,3,11128,3,4,4,22182,28,3,3,8009,10,4,4,19704,9,2,2,2856,8,3,3,26393,12,3,3,18450,17,3,3,27921,13,3,3,12945,20,4,4,9781,27,2,2,9649,19,4,4,9381,14,3,3,10359,25,4,4,1748,15,4,4,7610,23,4,4,3853,29,4,4,967,18,4,4,10123,11,4,4,9438,22,4,4,2546,16,3,3,11799
2026/3/29,,56–65,女,家裡以台語為主要語言，從小聽與說,對話流利,書寫/閱讀台語文無礙,,18,4,4,2809,27,2,2,598,4,1,1,1194,25,2,2,196,12,4,4,1184,30,3,3,7497,13,2,2,5492,24,1,1,1294,20,2,2,849,7,2,2,1093,3,5,5,1021,15,4,4,3985,16,4,4,1576,22,2,2,1387,17,4,4,2127,29,2,2,1023,11,5,5,742,2,5,5,1556,26,3,3,11328,28,2,2,479,5,5,5,1060,8,4,4,10813,19,4,4,65,10,5,5,592,6,4,4,24873,9,5,5,633,23,4,4,1437,14,2,2,1705,21,4,4,2676,1,1,1,7881
2026/3/29,,46–55,女,家裡以台語為主要語言，從小聽與說,可溝通，但不順暢,有大概學過讀寫台語文，但不常實際使用,聽起來較單向時，例如甲對乙說與甲相關的事時，我會選〔共〕；如果非單向的，是甲和乙一同做某件事情時，我會選〔佮〕,2,1,1,6710,4,1,1,15096,24,1,1,843,7,1,1,7490,30,1,1,1965,21,1,1,8962,27,1,1,824,1,1,1,6849,19,1,1,689,14,1,1,1002,16,2,2,2256,11,3,3,37099,23,2,2,5431,3,1,1,3946,10,3,3,11219,6,5,5,10515,12,4,4,15976,28,5,5,1261,13,2,2,20530,26,3,3,14914,22,5,5,4488,15,5,5,1375,8,5,5,3707,20,5,5,735,25,5,5,971,9,5,5,1003,18,5,5,2393,29,5,5,1124,17,5,5,821,5,4,4,27983
2026/3/29,,26–35,其他,家裡以台語為主要語言，從小聽與說,對話流利,有大概學過讀寫台語文，但不常實際使用,"A是春嬌為「講」的主要動作者
B是雙方互相有來有往的對話

但有些情境感覺需要多一些上下文，不然很難判斷適用哪個情境",6,1,1,4470,14,3,3,13870,5,3,3,203474,17,3,3,229,26,3,3,236,2,5,5,408173,8,5,5,16568,9,5,5,268,10,5,5,72,19,1,1,9224,27,1,1,4242,18,1,1,6375,28,3,3,165,20,3,3,261,16,5,5,20995,15,3,3,13109,3,5,5,699,13,5,5,298,23,3,3,598,4,3,3,158805,24,3,3,460,7,3,3,154,22,5,5,610,1,5,5,73709,29,3,3,3358,12,5,5,512,30,5,5,129,21,5,5,2793,25,5,5,35,11,3,3,127
2026/3/29,,36–45,女,在家聽得懂台語，但不會說,對話流利,有大概學過讀寫台語文，但不常實際使用,ㄍㄚˇ跟ㄍㄚˊ，差一點點，也可以差很多，真有趣。,12,1,1,231,30,1,1,327,16,1,1,689,3,3,3,140,17,1,1,59,14,1,1,3170,25,1,1,666,4,3,3,108,10,2,2,657,9,2,2,1016,29,3,3,515,18,3,3,617,13,1,1,664,23,3,3,596,26,3,3,1779,1,3,3,49586,21,1,1,596,19,3,3,772,7,3,3,970,5,3,3,126,27,3,3,555,8,3,3,33,28,4,4,1161,6,3,3,203,22,3,3,589,11,5,5,318,20,5,5,566,15,5,5,779,24,5,5,808,2,3,3,1751
2026/3/29,,26–35,女,家裡以台語為主要語言，從小聽與說,對話流利,有大概學過讀寫台語文，但不常實際使用,A是春嬌對志明說，B是春嬌和志明一起說、都說。有些事情只有春嬌做或是兩人都做也合理的就選中間選項，有些只能一人做的選A，兩人都要做的選B。,3,2,2,2687,20,1,1,209,9,3,3,877,11,2,2,1534,18,2,2,500,1,3,3,33331,27,1,1,645,30,1,1,816,15,1,1,2739,5,2,2,878,28,2,2,2046,2,3,3,4253,17,2,2,4277,4,1,1,8783,6,2,2,1026,12,3,3,14520,21,3,3,289,29,3,3,1251,25,3,3,515,13,2,2,6871,10,4,4,287,26,4,4,404,22,3,3,523,23,3,3,428,24,4,4,6611,7,5,5,2290,14,5,5,1013,16,3,3,2897,19,5,5,845,8,3,3,5093
2026/3/29,,26–35,女,在家聽得懂台語，但不會說,聽得懂，但不太會說,完全沒學過如何書寫/閱讀台語,A 比較單向？？B 比較雙向？？？,9,2,2,730,21,1,1,4329,2,1,1,1577,18,3,3,2801,11,4,4,4213,26,2,2,718,4,4,4,555,27,1,1,542,23,1,1,471,17,4,4,2518,22,1,1,622,1,2,2,62383,6,2,2,3531,8,3,3,13433,3,4,4,12418,12,3,3,2694,13,2,2,1242,29,2,2,1649,10,3,3,2580,28,2,2,498,15,4,4,2481,19,5,5,1186,24,3,3,786,5,4,4,435,20,5,5,468,7,2,2,127,14,1,1,399,25,2,2,7081,30,4,4,442,16,5,5,470
2026/3/29,,46–55,女,在家聽得懂台語，但不會說,可溝通，但不順暢,有大概學過讀寫台語文，但不常實際使用,,16,4,4,74,22,4,4,147,2,2,2,997,10,4,4,925,18,4,4,149,25,3,3,286,21,3,3,206,4,2,2,1416,28,3,3,2803,24,3,3,2030,23,4,4,107,8,3,3,18345,29,4,4,520,14,4,4,587,19,3,3,490,11,3,3,1228,15,3,3,605,7,5,5,265,13,3,3,354,9,4,4,808,12,4,4,277,17,4,4,269,20,4,4,748,27,4,4,528,30,5,5,80,5,4,4,705,6,4,4,558,3,4,4,85,1,3,3,10548,26,4,4,669
2026/3/29,,56–65,男,家裡以台語為主要語言，從小聽與說,對話流利,書寫/閱讀台語文無礙,,27,2,2,542,13,1,1,1395,20,2,2,346,4,2,2,965,8,2,2,4888,28,1,1,1647,10,2,2,756,15,2,2,615,17,2,2,483,7,2,2,743,18,4,4,1222,30,2,2,302,23,3,3,2445,12,4,4,9040,14,4,4,1331,5,2,2,696,11,2,2,7320,26,4,4,1473,6,2,2,929,1,2,2,15619,3,4,4,2285,25,4,4,846,2,4,4,5683,16,4,4,830,29,4,4,2029,24,4,4,642,19,2,2,891,22,4,4,1775,21,2,2,12658,9,2,2,912
2026/3/29,,56–65,女,家裡以台語為主要語言，從小聽與說,對話流利,書寫/閱讀台語文無礙,,26,1,1,617,11,1,1,17643,23,1,1,7517,21,1,1,231,7,1,1,383,8,1,1,748,25,1,1,629,13,1,1,743,6,1,1,859,17,1,1,655,28,1,1,699,18,1,1,718,27,3,3,11623,20,1,1,672,9,1,1,1673,24,5,5,819,4,1,1,3328,12,1,1,22266,3,2,2,1083,5,1,1,408,14,1,1,1112,22,5,5,336,2,5,5,12982,30,5,5,306,19,5,5,44,10,5,5,7610,29,5,5,1289,16,5,5,243,15,1,1,840,1,2,2,44041
2026/3/29,,46–55,女,家裡以台語為主要語言，從小聽與說,對話流利,有大概學過讀寫台語文，但不常實際使用,,21,1,1,6138,30,1,1,591,6,1,1,590,29,1,1,1485,7,1,1,300,8,1,1,543,11,1,1,539,15,5,5,2711,28,1,1,358,17,5,5,515,5,1,1,581,18,5,5,1526,19,5,5,1908,25,1,1,396,10,5,5,714,27,5,5,469,2,5,5,927,3,1,1,1697,26,1,1,374,14,5,5,3052,13,5,5,463,16,5,5,841,9,5,5,1748,20,1,1,658,24,5,5,347,1,1,1,7755,4,5,5,88,12,5,5,431,22,1,1,5,23,5,5,449
2026/3/29,,26–35,男,在家聽得懂台語，但不會說,可溝通，但不順暢,完全沒學過如何書寫/閱讀台語,動詞有沒有瞄準對象,30,5,5,478,17,3,3,2380,19,5,5,458,24,2,2,533,9,5,5,2832,14,3,3,69,5,1,1,319,18,3,3,7154,12,3,3,395,22,1,1,30579,20,1,1,374,25,5,5,485,13,3,3,2182,4,2,2,1839,1,1,1,3778,3,3,3,1608,8,3,3,8673,27,5,5,404,15,2,2,1353,23,5,5,523,28,5,5,434,29,3,3,401,6,5,5,3305,21,5,5,521,7,2,2,3732,10,5,5,1244,16,5,5,436,11,4,4,1133,2,5,5,552,26,3,3,564
2026/3/29,,26–35,女,在家聽得懂台語，但不會說,可溝通，但不順暢,完全沒學過如何書寫/閱讀台語,,19,1,1,754,14,5,5,4145,6,3,3,3773,25,3,3,329,30,3,3,401,23,4,4,226,26,3,3,296,28,3,3,286,8,3,3,137,10,2,2,540,1,1,1,1009,24,3,3,385,12,4,4,435,2,3,3,2087,27,3,3,307,17,5,5,370,9,3,3,518,21,4,4,1353,7,5,5,592,20,5,5,359,22,3,3,381,4,4,4,380,18,1,1,1179,3,5,5,61,5,4,4,1292,16,5,5,430,11,5,5,299,13,3,3,101,29,4,4,476,15,5,5,379
2026/3/29,,56–65,女,家裡以台語為主要語言，從小聽與說,可溝通，但不順暢,完全沒學過如何書寫/閱讀台語,,20,2,2,578,9,2,2,613,27,2,2,821,18,2,2,692,16,2,2,1315,12,2,2,481,7,2,2,644,15,3,3,564,13,2,2,624,6,2,2,509,11,2,2,1014,22,2,2,2673,3,2,2,1544,10,2,2,551,24,2,2,2859,17,2,2,13288,2,2,2,1406,5,2,2,2555,26,3,3,741,25,2,2,1910,19,3,3,693,8,4,4,692,29,3,3,441,23,4,4,607,4,4,4,820,28,4,4,697,30,3,3,680,1,4,4,4382,21,4,4,1179,14,3,3,20040
2026/3/29,,26–35,女,家裡以台語為主要語言，從小聽與說,對話流利,完全沒學過如何書寫/閱讀台語,"ㄍㄚˇ強調主體性，比較主觀情感
ㄍㄚˋ比較客觀，像是第三者在描述事件",16,1,1,690,8,3,3,1945,3,5,5,715,19,3,3,17802,24,2,2,459,13,2,2,693,28,2,2,423,18,5,5,188,4,3,3,9920,21,2,2,2794,20,1,1,818,25,2,2,700,10,2,2,4364,7,2,2,1192,5,2,2,860,6,1,1,904,14,4,4,2069,23,4,4,250,26,5,5,1706,11,4,4,741,27,4,4,622,22,4,4,95,2,5,5,11110,30,4,4,662,9,4,4,941,12,5,5,602,15,4,4,1485,29,4,4,3555,1,4,4,2293,17,1,1,758
2026/3/29,,26–35,女,家裡以台語為主要語言，從小聽與說,可溝通，但不順暢,完全沒學過如何書寫/閱讀台語,"ka (三聲ˇ)，比較像是對方不懂，在告訴他，講給他懂

ka (四聲ˋ)，比較像是雙方都知道，在討論的感覺",19,2,2,3191,9,2,2,7812,17,3,3,2294,10,3,3,12460,16,3,3,2943,28,3,3,4060,22,2,2,2039,27,3,3,2458,24,2,2,1459,8,3,3,97,30,3,3,691,25,3,3,1249,2,3,3,326,15,3,3,724,1,3,3,45029,14,3,3,539,18,3,3,2041,20,3,3,582,12,3,3,2262,29,3,3,511,23,3,3,26,11,4,4,459,4,3,3,615,5,3,3,1076,3,3,3,213,13,4,4,6230,6,3,3,3608,21,3,3,574,26,3,3,464,7,3,3,17815
2026/3/29,,26–35,女,家裡不太講台語，長大後才學會,聽得懂，但不太會說,完全沒學過如何書寫/閱讀台語,聽起來比較熟悉,29,4,4,3942,15,2,2,3035,23,2,2,641,24,2,2,639,14,2,2,815,16,2,2,986,20,2,2,587,10,2,2,557,17,2,2,4813,9,2,2,309,18,4,4,711,12,4,4,651,4,2,2,4006,30,4,4,3014,2,4,4,675,3,2,2,582,22,4,4,627,7,4,4,21,21,4,4,497,1,4,4,21835,27,4,4,580,25,4,4,5526,26,4,4,605,8,4,4,551,19,4,4,2995,6,4,4,558,5,2,2,639,13,2,2,591,28,5,5,1441,11,2,2,478
2026/3/29,,18–25,男,家裡以台語為主要語言，從小聽與說,對話流利,書寫/閱讀台語文無礙,感覺是語境不同發音不同,16,2,2,979,20,2,2,1332,9,5,5,1263,10,5,5,691,5,4,4,1376,19,2,2,11680,18,4,4,2660,27,2,2,7665,28,2,2,3890,29,4,4,781,2,1,1,77,8,5,5,248,17,4,4,1604,4,2,2,11307,26,2,2,531,11,2,2,646,21,2,2,599,23,2,2,309,1,5,5,993,25,2,2,6874,12,4,4,969,13,4,4,5221,6,5,5,1749,15,5,5,764,14,5,5,190,24,4,4,3979,7,5,5,972,22,2,2,10955,3,5,5,51,30,5,5,635
2026/3/29,,18–25,女,在家聽得懂台語，但不會說,可溝通，但不順暢,有大概學過讀寫台語文，但不常實際使用,,27,5,5,9879,20,3,3,859,12,4,4,757,8,2,2,472,13,4,4,6978,15,2,2,724,3,2,2,8579,23,5,5,968,17,2,2,600,7,2,2,990,1,3,3,2250,18,3,3,8833,26,5,5,1298,6,2,2,839,4,2,2,1169,19,5,5,456,30,5,5,2820,2,2,2,879,25,4,4,624,10,1,1,1039,9,4,4,755,16,5,5,498,28,5,5,6748,11,5,5,1315,22,5,5,6446,14,5,5,434,24,5,5,894,5,3,3,2206,21,4,4,2466,29,3,3,8143
2026/3/29,,56–65,男,家裡不太講台語，長大後才學會,可溝通，但不順暢,完全沒學過如何書寫/閱讀台語,回答到懷疑人生，台語非常精妙，值得研究,8,2,2,1729,10,3,3,2113,19,3,3,855,26,2,2,1257,14,3,3,5921,29,3,3,13453,28,3,3,5260,7,2,2,7419,12,3,3,1094,13,2,2,3248,3,4,4,1560,16,3,3,15186,1,3,3,25490,15,3,3,12017,5,3,3,311,21,3,3,23709,24,4,4,997,25,3,3,381,27,3,3,720,17,3,3,1170,6,4,4,1485,4,4,4,1210,30,4,4,1315,2,4,4,1747,22,3,3,1138,11,5,5,6458,18,4,4,558,9,4,4,1104,23,4,4,163,20,3,3,445
2026/3/29,,46–55,女,家裡以台語為主要語言，從小聽與說,對話流利,書寫/閱讀台語文無礙,真濟條題目是兩種講法是無仝意思抑是頂下文無仝，毋是「都可以」。,16,1,1,222,9,1,1,548,23,3,3,1654,15,1,1,582,11,1,1,484,18,3,3,14953,2,1,1,207,13,1,1,501,6,1,1,480,28,1,1,529,27,3,3,5131,8,1,1,620,3,1,1,508,24,1,1,510,10,3,3,352,12,3,3,1654,20,1,1,284,5,3,3,15703,26,3,3,698,22,3,3,524,30,3,3,25193,17,5,5,629,25,3,3,673,7,5,5,290,4,5,5,3621,19,3,3,11388,29,5,5,775,21,5,5,556,14,5,5,129,1,3,3,11150
2026/3/29,,65歲以上,男,家裡以台語為主要語言，從小聽與說,對話流利,書寫/閱讀台語文無礙,,17,3,3,35601,29,2,2,2058,26,3,3,273,5,2,2,5760,23,3,3,1690,14,3,3,639,27,2,2,4189,21,3,3,9508,25,3,3,4012,28,2,2,2687,10,4,4,5743,18,3,3,4496,2,3,3,4665,24,3,3,2486,6,3,3,5860,1,3,3,37553,13,3,3,43209,3,3,3,1737,19,3,3,513,12,2,2,3616,8,3,3,183,15,3,3,12225,22,3,3,959,4,3,3,1754,11,3,3,1419,7,3,3,664,20,3,3,2686,30,4,4,3051,9,4,4,3901,16,3,3,868
